TotalPop,Urban,Rural,Districts,Years,TotWasteperday,TotWasteperyear,Organics,Plastics,Inert,Miscellaneous,Paper,Metals,Glass,LeatherRubber,Textiles,Employed,Umemployed,Literate,NotLiterate
105843,36617,69226,Asutifi,2010,49746.21,18157366.65,11075993.6565,2542031.331,1089441.999,907868.3325,907868.3325,544720.9995,544720.9995,181573.6665,181573.6665,42209,18048,18445,55733
159789,54532,105257,Dormaa Municipal,2010,75100.83,27411802.95,16721199.7995,3837652.413,1644708.177,1370590.1475,1370590.1475,822354.0885,822354.0885,274118.0295,274118.0295,67642,22907,26038,87201
50871,32462,18409,Dormaa East,2010,23909.37,8726920.05,5323421.2305,1221768.807,523615.203,436346.0025,436346.0025,261807.6015,261807.6015,87269.2005,87269.2005,20323,7151,7507,27713
78129,40913,37216,Tano South,2010,36720.63,13403029.95,8175848.2695,1876424.193,804181.797,670151.4975,670151.4975,402090.8985,402090.8985,134030.2995,134030.2995,30984,10425,14857,37515
79973,39976,39997,Tano North,2010,37587.31,13719368.15,8368814.5715,1920711.541,823162.089,685968.4075,685968.4075,411581.0445,411581.0445,137193.6815,137193.6815,31532,12587,12875,42842
123224,102389,20835,Sunyani Municipal,2010,57915.28,21139077.2,12894837.092,2959470.808,1268344.632,1056953.86,1056953.86,634172.316,634172.316,211390.772,211390.772,46428,33583,13417,81118
85272,60376,24896,Sunyani West,2010,40077.84,14628411.6,8923331.076,2047977.624,877704.696,731420.58,731420.58,438852.348,438852.348,146284.116,146284.116,32254,16510,12385,48344
129628,84949,44679,Berekum Municipal,2010,60925.16,22237683.4,13564986.874,3113275.676,1334261.004,1111884.17,1111884.17,667130.502,667130.502,222376.834,222376.834,46451,27716,15526,78297
92649,25118,67531,Jaman South,2010,43545.03,15893935.95,9695300.9295,2225151.033,953636.157,794696.7975,794696.7975,476818.0785,476818.0785,158939.3595,158939.3595,35531,14628,15825,48670
83059,43596,39463,Jaman North,2010,39037.73,14248771.45,8691750.5845,1994828.003,854926.287,712438.5725,712438.5725,427463.1435,427463.1435,142487.7145,142487.7145,30772,14477,16585,42039
108386,45367,63019,Tain,2010,50941.42,18593618.3,11342107.163,2603106.562,1115617.098,929680.915,929680.915,557808.549,557808.549,185936.183,185936.183,47151,11071,27697,47326
89739,32950,56789,Wenchi Municipal,2010,42177.33,15394725.45,9390782.5245,2155261.563,923683.527,769736.2725,769736.2725,461841.7635,461841.7635,153947.2545,153947.2545,35478,13417,22505,39263
206856,123939,82917,Techiman Municipal,2010,97222.32,35486146.8,21646549.548,4968060.552,2129168.808,1774307.34,1774307.34,1064584.404,1064584.404,354861.468,354861.468,84836,33206,39159,107368
100929,47559,53370,Nkoranza South,2010,47436.63,17314369.95,10561765.6695,2424011.793,1038862.197,865718.4975,865718.4975,519431.0985,519431.0985,173143.6995,173143.6995,42139,12788,22692,45922
65895,12166,53729,Nkoranza North,2010,30970.65,11304287.25,6895615.2225,1582600.215,678257.235,565214.3625,565214.3625,339128.6175,339128.6175,113042.8725,113042.8725,27666,7284,16290,28868
105938,49497,56441,Atebubu Amantin,2010,49790.86,18173663.9,11085934.979,2544312.946,1090419.834,908683.195,908683.195,545209.917,545209.917,181736.639,181736.639,41702,14217,31071,39135
118810,14937,103873,Sene,2010,55840.7,20381855.5,12432931.855,2853459.77,1222911.33,1019092.775,1019092.775,611455.665,611455.665,203818.555,203818.555,50295,11461,39239,37816
129248,47754,81494,Pru,2010,60746.56,22172494.4,13525221.584,3104149.216,1330349.664,1108624.72,1108624.72,665174.832,665174.832,221724.944,221724.944,47752,19551,41973,42719
81000,7236,73764,Kintampo South,2010,38070,13895550,8476285.5,1945377,833733,694777.5,694777.5,416866.5,416866.5,138955.5,138955.5,34226,8678,22671,31882
95480,54212,41268,Kintampo North Municipal,2010,44875.6,16379594,9991552.34,2293143.16,982775.64,818979.7,818979.7,491387.82,491387.82,163795.94,163795.94,37430,13301,25304,39010
61593,12921,48672,Bole,2010,28948.71,10566279.15,6445430.2815,1479279.081,633976.749,528313.9575,528313.9575,316988.3745,316988.3745,105662.7915,105662.7915,24078,8145,23618,16790
99863,13945,85918,Sawla-Tuna-Kalba,2010,46935.61,17131497.65,10450213.5665,2398409.671,1027889.859,856574.8825,856574.8825,513944.9295,513944.9295,171314.9765,171314.9765,38221,9205,42881,19399
84727,27698,57029,West Gonja,2010,39821.69,14534916.85,8866299.2785,2034888.359,872095.011,726745.8425,726745.8425,436047.5055,436047.5055,145349.1685,145349.1685,29839,13037,33033,21034
87877,17415,70462,Gonja Central,2010,41302.19,15075299.35,9195932.6035,2110541.909,904517.961,753764.9675,753764.9675,452258.9805,452258.9805,150752.9935,150752.9935,34502,9402,38997,15726
135450,25302,110148,East Gonja,2010,63661.5,23236447.5,14174232.975,3253102.65,1394186.85,1161822.375,1161822.375,697093.425,697093.425,232364.475,232364.475,50424,20041,59073,28743
108816,10824,97992,Kpandai,2010,51143.52,18667384.8,11387104.728,2613433.872,1120043.088,933369.24,933369.24,560021.544,560021.544,186673.848,186673.848,45731,7417,42696,24596
93464,16712,76752,Nanumba South,2010,43928.08,16033749.2,9780587.012,2244724.888,962024.952,801687.46,801687.46,481012.476,481012.476,160337.492,160337.492,36427,9064,38334,18478
141584,40000,101584,Nanumba North,2010,66544.48,24288735.2,14816128.472,3400422.928,1457324.112,1214436.76,1214436.76,728662.056,728662.056,242887.352,242887.352,47701,20748,56548,28900
123854,31593,92261,Zabzugu Tatali,2010,58211.38,21247153.7,12960763.757,2974601.518,1274829.222,1062357.685,1062357.685,637414.611,637414.611,212471.537,212471.537,50680,11250,51984,25069
199592,59005,140587,Yendi Municipal,2010,93808.24,34240007.6,20886404.636,4793601.064,2054400.456,1712000.38,1712000.38,1027200.228,1027200.228,342400.076,342400.076,76577,24532,86010,39114
371351,274022,97329,Tamale Metropolis,2010,174534.97,63705264.05,38860211.0705,8918736.967,3822315.843,3185263.2025,3185263.2025,1911157.9215,1911157.9215,637052.6405,637052.6405,126882,91438,104816,158127
80802,38022,42780,Tamale South,2010,37976.94,13861583.1,8455565.691,1940621.634,831694.986,693079.155,693079.155,415847.493,415847.493,138615.831,138615.831,29167,15862,28776,25977
142450,142450,NAN,Tamale Central,2010,66951.5,24437297.5,14906751.475,3421221.65,1466237.85,1221864.875,1221864.875,733118.925,733118.925,244372.975,244372.975,49788,37009,34542,69294
148099,93550,54549,Tamale North,2010,69606.53,25406383.45,15497893.9045,3556893.683,1524383.007,1270319.1725,1270319.1725,762191.5035,762191.5035,254063.8345,254063.8345,47927,38567,41498,62856
112331,8459,103872,Tolon Kumbugu,2010,52795.57,19270383.05,11754933.6605,2697853.627,1156222.983,963519.1525,963519.1525,578111.4915,578111.4915,192703.8305,192703.8305,46009,10708,51993,18421
139283,55252,84031,Savelugu Nanton,2010,65463.01,23893998.65,14575339.1765,3345159.811,1433639.919,1194699.9325,1194699.9325,716819.9595,716819.9595,238939.9865,238939.9865,55843,15309,60885,26891
77706,15581,62125,Karaga,2010,36521.82,13330464.3,8131583.223,1866265.002,799827.858,666523.215,666523.215,399913.929,399913.929,133304.643,133304.643,30634,7500,36202,10129
111259,26729,84530,Gushiegu,2010,52291.73,19086481.45,11642753.6845,2672107.403,1145188.887,954324.0725,954324.0725,572594.4435,572594.4435,190864.8145,190864.8145,44873,9815,53005,13522
65706,6209,59497,Saboba,2010,30881.82,11271864.3,6875837.223,1578061.002,676311.858,563593.215,563593.215,338155.929,338155.929,112718.643,112718.643,24935,5761,24752,14893
53394,7968,45426,Chereponi,2010,25095.18,9159740.7,5587441.827,1282363.698,549584.442,457987.035,457987.035,274792.221,274792.221,91597.407,91597.407,18289,6124,21952,9198
122591,17304,105287,Bunkpurugu Yonyo,2010,57617.77,21030486.05,12828596.4905,2944268.047,1261829.163,1051524.3025,1051524.3025,630914.5815,630914.5815,210304.8605,210304.8605,45282,12739,43141,33744
121009,39159,81850,Mamprusi East,2010,56874.23,20759093.95,12663047.3095,2906273.153,1245545.637,1037954.6975,1037954.6975,622772.8185,622772.8185,207590.9395,207590.9395,44292,13543,49553,24440
168011,44614,123397,Mamprusi West,2010,78965.17,28822287.05,17581595.1005,4035120.187,1729337.223,1441114.3525,1441114.3525,864668.6115,864668.6115,288222.8705,288222.8705,58440,24627,67911,36446
92991,5955,87036,Builsa,2010,43705.77,15952606.05,9731089.6905,2233364.847,957156.363,797630.3025,797630.3025,478578.1815,478578.1815,159526.0605,159526.0605,35469,13933,35913,28466
70667,9875,60792,Kasena Nankana West,2010,33213.49,12122923.85,7394983.5485,1697209.339,727375.431,606146.1925,606146.1925,363687.7155,363687.7155,121229.2385,121229.2385,28344,10198,25200,25353
109944,29993,79951,Kasena Nankana East,2010,51673.68,18860893.2,11505144.852,2640525.048,1131653.592,943044.66,943044.66,565826.796,565826.796,188608.932,188608.932,41653,18098,33662,43313
131550,65549,66001,Bolgatanga Municipal,2010,61828.5,22567402.5,13766115.525,3159436.35,1354044.15,1128370.125,1128370.125,677022.075,677022.075,225674.025,225674.025,49964,25966,33664,61443
115020,12918,102102,Talensi Nabdam,2010,54059.4,19731681,12036325.41,2762435.34,1183900.86,986584.05,986584.05,591950.43,591950.43,197316.81,197316.81,45786,13707,45653,32962
84545,5169,79376,Bongo,2010,39736.15,14503694.75,8847253.7975,2030517.265,870221.685,725184.7375,725184.7375,435110.8425,435110.8425,145036.9475,145036.9475,31694,10755,29953,27279
94034,8628,85406,Bawku West,2010,44195.98,16131532.7,9840234.947,2258414.578,967891.962,806576.635,806576.635,483945.981,483945.981,161315.327,161315.327,36340,8738,37459,23915
130003,6265,123738,Garu Tempane,2010,61101.41,22302014.65,13604228.9365,3122282.051,1338120.879,1115100.7325,1115100.7325,669060.4395,669060.4395,223020.1465,223020.1465,47302,12625,50484,33040
217791,75294,142497,Bawku Municipal,2010,102361.77,37362046.05,22790848.0905,5230686.447,2241722.763,1868102.3025,1868102.3025,1120861.3815,1120861.3815,373620.4605,373620.4605,82013,27760,82689,63648
81348,NAN,81348,Wa West,2010,38233.56,13955249.4,8512702.134,1953734.916,837314.964,697762.47,697762.47,418657.482,418657.482,139552.494,139552.494,28794,10774,33613,19465
107214,71051,36163,Wa Municipal,2010,50390.58,18392561.7,11219462.637,2574958.638,1103553.702,919628.085,919628.085,551776.851,551776.851,183925.617,183925.617,33170,31787,27206,51067
72074,NAN,72074,Wa East,2010,33874.78,12364294.7,7542219.767,1731001.258,741857.682,618214.735,618214.735,370928.841,370928.841,123642.947,123642.947,26774,8253,30899,14173
56528,10627,45901,Sissala East,2010,26568.16,9697378.4,5915400.824,1357632.976,581842.704,484868.92,484868.92,290921.352,290921.352,96973.784,96973.784,22689,7497,22098,15764
94388,NAN,94388,Nadowli,2010,44362.36,16192261.4,9877279.454,2266916.596,971535.684,809613.07,809613.07,485767.842,485767.842,161922.614,161922.614,33804,14995,33816,31325
88402,12716,75686,Jirapa,2010,41548.94,15165363.1,9250871.491,2123150.834,909921.786,758268.155,758268.155,454960.893,454960.893,151653.631,151653.631,31814,12603,32808,26750
49573,NAN,49573,Sissala West,2010,23299.31,8504248.15,5187591.3715,1190594.741,510254.889,425212.4075,425212.4075,255127.4445,255127.4445,85042.4815,85042.4815,18489,6002,19231,12799
51654,6869,44785,Lambussie Karni,2010,24277.38,8861243.7,5405358.657,1240574.118,531674.622,443062.185,443062.185,265837.311,265837.311,88612.437,88612.437,18379,7707,19515,14998
100929,13390,87539,Lawra,2010,47436.63,17314369.95,10561765.6695,2424011.793,1038862.197,865718.4975,865718.4975,519431.0985,519431.0985,173143.6995,173143.6995,39596,13938,37050,33997
